"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Prince Edward Island","2016A000211","Both sexes","43 years","Persons","249","units","0","v467460","3.1.53","1942","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","44 years","Persons","249","units","0","v467463","3.1.54","1929","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","44 years","Persons","249","units","0","v467463","3.1.54","1949","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","45 years","Persons","249","units","0","v467469","3.1.56","1925","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","45 years","Persons","249","units","0","v467469","3.1.56","1935","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","46 years","Persons","249","units","0","v467472","3.1.57","2017","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","46 years","Persons","249","units","0","v467472","3.1.57","1948","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","47 years","Persons","249","units","0","v467475","3.1.58","2048","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","47 years","Persons","249","units","0","v467475","3.1.58","2046","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","48 years","Persons","249","units","0","v467478","3.1.59","2140","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","48 years","Persons","249","units","0","v467478","3.1.59","2081","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","49 years","Persons","249","units","0","v467484","3.1.60","2150","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","49 years","Persons","249","units","0","v467484","3.1.60","2161","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","50 years","Persons","249","units","0","v467490","3.1.62","2119","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","50 years","Persons","249","units","0","v467490","3.1.62","2169","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","51 years","Persons","249","units","0","v467493","3.1.63","2137","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","51 years","Persons","249","units","0","v467493","3.1.63","2131","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","52 years","Persons","249","units","0","v467496","3.1.64","2006","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","52 years","Persons","249","units","0","v467496","3.1.64","2147","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","53 years","Persons","249","units","0","v467499","3.1.65","2043","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","53 years","Persons","249","units","0","v467499","3.1.65","2012","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","54 years","Persons","249","units","0","v467502","3.1.66","2080","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","54 years","Persons","249","units","0","v467502","3.1.66","2044","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","55 years","Persons","249","units","0","v467508","3.1.68","2357","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","55 years","Persons","249","units","0","v467508","3.1.68","2079","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","56 years","Persons","249","units","0","v467511","3.1.69","2423","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","56 years","Persons","249","units","0","v467511","3.1.69","2375","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","57 years","Persons","249","units","0","v467517","3.1.70","2451","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","57 years","Persons","249","units","0","v467517","3.1.70","2434","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","58 years","Persons","249","units","0","v467520","3.1.71","2368","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","58 years","Persons","249","units","0","v467520","3.1.71","2466","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","59 years","Persons","249","units","0","v467523","3.1.72","2438","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","59 years","Persons","249","units","0","v467523","3.1.72","2381","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","60 years","Persons","249","units","0","v467529","3.1.74","2397","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","60 years","Persons","249","units","0","v467529","3.1.74","2436","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","61 years","Persons","249","units","0","v467532","3.1.75","2259","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","61 years","Persons","249","units","0","v467532","3.1.75","2387","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","62 years","Persons","249","units","0","v467535","3.1.76","2264","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","62 years","Persons","249","units","0","v467535","3.1.76","2243","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","63 years","Persons","249","units","0","v467538","3.1.77","2212","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","63 years","Persons","249","units","0","v467538","3.1.77","2244","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","64 years","Persons","249","units","0","v467541","3.1.78","2238","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","64 years","Persons","249","units","0","v467541","3.1.78","2183","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","65 years","Persons","249","units","0","v467550","3.1.80","2161","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","65 years","Persons","249","units","0","v467550","3.1.80","2217","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","66 years","Persons","249","units","0","v467553","3.1.81","2147","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","66 years","Persons","249","units","0","v467553","3.1.81","2142","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","67 years","Persons","249","units","0","v467556","3.1.82","2014","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","67 years","Persons","249","units","0","v467556","3.1.82","2136","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","68 years","Persons","249","units","0","v467559","3.1.83","1940","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","68 years","Persons","249","units","0","v467559","3.1.83","2008","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","69 years","Persons","249","units","0","v467562","3.1.84","1925","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","69 years","Persons","249","units","0","v467562","3.1.84","1927","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","70 years","Persons","249","units","0","v28594155","3.1.106","1948","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","70 years","Persons","249","units","0","v28594155","3.1.106","1905","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","71 years","Persons","249","units","0","v28594156","3.1.107","1912","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","71 years","Persons","249","units","0","v28594156","3.1.107","1931","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","72 years","Persons","249","units","0","v28594157","3.1.108","1937","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","72 years","Persons","249","units","0","v28594157","3.1.108","1887","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","73 years","Persons","249","units","0","v28594158","3.1.109","1867","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","73 years","Persons","249","units","0","v28594158","3.1.109","1901","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","74 years","Persons","249","units","0","v28594159","3.1.110","1470","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","74 years","Persons","249","units","0","v28594159","3.1.110","1840","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","75 years","Persons","249","units","0","v28594160","3.1.111","1324","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","75 years","Persons","249","units","0","v28594160","3.1.111","1435","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","76 years","Persons","249","units","0","v28594161","3.1.112","1306","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","76 years","Persons","249","units","0","v28594161","3.1.112","1283","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","77 years","Persons","249","units","0","v28594162","3.1.113","1076","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","77 years","Persons","249","units","0","v28594162","3.1.113","1264","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","78 years","Persons","249","units","0","v28594163","3.1.114","984","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","78 years","Persons","249","units","0","v28594163","3.1.114","1040","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","79 years","Persons","249","units","0","v28594164","3.1.115","934","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","79 years","Persons","249","units","0","v28594164","3.1.115","947","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","80 years","Persons","249","units","0","v28594165","3.1.116","862","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","80 years","Persons","249","units","0","v28594165","3.1.116","892","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","81 years","Persons","249","units","0","v28594166","3.1.117","777","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","81 years","Persons","249","units","0","v28594166","3.1.117","822","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","82 years","Persons","249","units","0","v28594167","3.1.118","712","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","82 years","Persons","249","units","0","v28594167","3.1.118","736","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","83 years","Persons","249","units","0","v28594168","3.1.119","688","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","83 years","Persons","249","units","0","v28594168","3.1.119","674","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","84 years","Persons","249","units","0","v28594169","3.1.120","622","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","84 years","Persons","249","units","0","v28594169","3.1.120","645","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","85 years","Persons","249","units","0","v28594170","3.1.121","553","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","85 years","Persons","249","units","0","v28594170","3.1.121","577","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","86 years","Persons","249","units","0","v28594171","3.1.122","513","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","86 years","Persons","249","units","0","v28594171","3.1.122","516","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","87 years","Persons","249","units","0","v28594172","3.1.123","462","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","87 years","Persons","249","units","0","v28594172","3.1.123","465","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","88 years","Persons","249","units","0","v28594173","3.1.124","392","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","88 years","Persons","249","units","0","v28594173","3.1.124","415","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","89 years","Persons","249","units","0","v28594174","3.1.125","324","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","89 years","Persons","249","units","0","v28594174","3.1.125","342","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","90 years","Persons","249","units","0","v31226603","3.1.127","255","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","90 years","Persons","249","units","0","v31226603","3.1.127","276","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","91 years","Persons","249","units","0","v31226604","3.1.128","198","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","91 years","Persons","249","units","0","v31226604","3.1.128","219","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","92 years","Persons","249","units","0","v31226605","3.1.129","191","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","92 years","Persons","249","units","0","v31226605","3.1.129","163","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","93 years","Persons","249","units","0","v31226606","3.1.130","157","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","93 years","Persons","249","units","0","v31226606","3.1.130","163","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","94 years","Persons","249","units","0","v31226607","3.1.131","116","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","94 years","Persons","249","units","0","v31226607","3.1.131","128","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","95 years","Persons","249","units","0","v31226609","3.1.133","108","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","95 years","Persons","249","units","0","v31226609","3.1.133","85","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","96 years","Persons","249","units","0","v31226610","3.1.134","82","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","96 years","Persons","249","units","0","v31226610","3.1.134","88","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","97 years","Persons","249","units","0","v31226611","3.1.135","28","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","97 years","Persons","249","units","0","v31226611","3.1.135","66","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","98 years","Persons","249","units","0","v31226612","3.1.136","49","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","98 years","Persons","249","units","0","v31226612","3.1.136","20","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","99 years","Persons","249","units","0","v31226613","3.1.137","33","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","99 years","Persons","249","units","0","v31226613","3.1.137","38","","","","0"
"2020","Prince Edward Island","2016A000211","Both sexes","100 years and over","Persons","249","units","0","v31226614","3.1.138","51","","","","0"
"2021","Prince Edward Island","2016A000211","Both sexes","100 years and over","Persons","249","units","0","v31226614","3.1.138","63","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","0 years","Persons","249","units","0","v467664","4.1.2","7989","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","0 years","Persons","249","units","0","v467664","4.1.2","7697","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","1 year","Persons","249","units","0","v467697","4.1.3","8108","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","1 year","Persons","249","units","0","v467697","4.1.3","8106","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","2 years","Persons","249","units","0","v467730","4.1.4","8406","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","2 years","Persons","249","units","0","v467730","4.1.4","8256","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","3 years","Persons","249","units","0","v467763","4.1.5","8689","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","3 years","Persons","249","units","0","v467763","4.1.5","8550","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","4 years","Persons","249","units","0","v467796","4.1.6","9091","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","4 years","Persons","249","units","0","v467796","4.1.6","8842","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","5 years","Persons","249","units","0","v467862","4.1.8","9049","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","5 years","Persons","249","units","0","v467862","4.1.8","9272","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","6 years","Persons","249","units","0","v467895","4.1.9","8956","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","6 years","Persons","249","units","0","v467895","4.1.9","9220","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","7 years","Persons","249","units","0","v467616","4.1.10","9233","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","7 years","Persons","249","units","0","v467616","4.1.10","9115","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","8 years","Persons","249","units","0","v467637","4.1.11","9517","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","8 years","Persons","249","units","0","v467637","4.1.11","9374","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","9 years","Persons","249","units","0","v467640","4.1.12","9469","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","9 years","Persons","249","units","0","v467640","4.1.12","9652","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","10 years","Persons","249","units","0","v467646","4.1.14","9889","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","10 years","Persons","249","units","0","v467646","4.1.14","9595","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","11 years","Persons","249","units","0","v467649","4.1.15","9741","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","11 years","Persons","249","units","0","v467649","4.1.15","10023","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","12 years","Persons","249","units","0","v467652","4.1.16","9783","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","12 years","Persons","249","units","0","v467652","4.1.16","9857","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","13 years","Persons","249","units","0","v467655","4.1.17","9396","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","13 years","Persons","249","units","0","v467655","4.1.17","9887","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","14 years","Persons","249","units","0","v467658","4.1.18","9406","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","14 years","Persons","249","units","0","v467658","4.1.18","9495","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","15 years","Persons","249","units","0","v467667","4.1.20","9490","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","15 years","Persons","249","units","0","v467667","4.1.20","9504","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","16 years","Persons","249","units","0","v467670","4.1.21","9853","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","16 years","Persons","249","units","0","v467670","4.1.21","9567","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","17 years","Persons","249","units","0","v467673","4.1.22","9868","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","17 years","Persons","249","units","0","v467673","4.1.22","9809","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","18 years","Persons","249","units","0","v467676","4.1.23","10444","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","18 years","Persons","249","units","0","v467676","4.1.23","9840","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","19 years","Persons","249","units","0","v467679","4.1.24","11240","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","19 years","Persons","249","units","0","v467679","4.1.24","10604","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","20 years","Persons","249","units","0","v467685","4.1.26","12151","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","20 years","Persons","249","units","0","v467685","4.1.26","11435","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","21 years","Persons","249","units","0","v467688","4.1.27","12264","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","21 years","Persons","249","units","0","v467688","4.1.27","12526","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","22 years","Persons","249","units","0","v467691","4.1.28","12606","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","22 years","Persons","249","units","0","v467691","4.1.28","12580","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","23 years","Persons","249","units","0","v467694","4.1.29","12696","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","23 years","Persons","249","units","0","v467694","4.1.29","12989","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","24 years","Persons","249","units","0","v467700","4.1.30","13008","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","24 years","Persons","249","units","0","v467700","4.1.30","13122","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","25 years","Persons","249","units","0","v467706","4.1.32","13044","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","25 years","Persons","249","units","0","v467706","4.1.32","13352","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","26 years","Persons","249","units","0","v467709","4.1.33","12803","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","26 years","Persons","249","units","0","v467709","4.1.33","13305","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","27 years","Persons","249","units","0","v467712","4.1.34","12717","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","27 years","Persons","249","units","0","v467712","4.1.34","13040","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","28 years","Persons","249","units","0","v467715","4.1.35","12483","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","28 years","Persons","249","units","0","v467715","4.1.35","12925","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","29 years","Persons","249","units","0","v467718","4.1.36","12766","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","29 years","Persons","249","units","0","v467718","4.1.36","12804","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","30 years","Persons","249","units","0","v467724","4.1.38","12849","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","30 years","Persons","249","units","0","v467724","4.1.38","13067","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","31 years","Persons","249","units","0","v467727","4.1.39","12391","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","31 years","Persons","249","units","0","v467727","4.1.39","13165","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","32 years","Persons","249","units","0","v467733","4.1.40","12084","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","32 years","Persons","249","units","0","v467733","4.1.40","12695","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","33 years","Persons","249","units","0","v467736","4.1.41","12097","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","33 years","Persons","249","units","0","v467736","4.1.41","12395","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","34 years","Persons","249","units","0","v467739","4.1.42","12041","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","34 years","Persons","249","units","0","v467739","4.1.42","12389","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","35 years","Persons","249","units","0","v467745","4.1.44","11963","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","35 years","Persons","249","units","0","v467745","4.1.44","12328","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","36 years","Persons","249","units","0","v467748","4.1.45","11919","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","36 years","Persons","249","units","0","v467748","4.1.45","12237","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","37 years","Persons","249","units","0","v467751","4.1.46","11945","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","37 years","Persons","249","units","0","v467751","4.1.46","12154","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","38 years","Persons","249","units","0","v467754","4.1.47","11583","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","38 years","Persons","249","units","0","v467754","4.1.47","12175","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","39 years","Persons","249","units","0","v467757","4.1.48","11464","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","39 years","Persons","249","units","0","v467757","4.1.48","11791","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","40 years","Persons","249","units","0","v467766","4.1.50","11679","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","40 years","Persons","249","units","0","v467766","4.1.50","11657","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","41 years","Persons","249","units","0","v467769","4.1.51","11527","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","41 years","Persons","249","units","0","v467769","4.1.51","11858","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","42 years","Persons","249","units","0","v467772","4.1.52","11125","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","42 years","Persons","249","units","0","v467772","4.1.52","11699","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","43 years","Persons","249","units","0","v467775","4.1.53","11162","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","43 years","Persons","249","units","0","v467775","4.1.53","11245","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","44 years","Persons","249","units","0","v467778","4.1.54","11607","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","44 years","Persons","249","units","0","v467778","4.1.54","11287","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","45 years","Persons","249","units","0","v467784","4.1.56","11794","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","45 years","Persons","249","units","0","v467784","4.1.56","11756","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","46 years","Persons","249","units","0","v467787","4.1.57","11860","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","46 years","Persons","249","units","0","v467787","4.1.57","11918","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","47 years","Persons","249","units","0","v467790","4.1.58","12167","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","47 years","Persons","249","units","0","v467790","4.1.58","11982","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","48 years","Persons","249","units","0","v467793","4.1.59","12567","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","48 years","Persons","249","units","0","v467793","4.1.59","12274","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","49 years","Persons","249","units","0","v467799","4.1.60","12910","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","49 years","Persons","249","units","0","v467799","4.1.60","12679","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","50 years","Persons","249","units","0","v467805","4.1.62","12726","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","50 years","Persons","249","units","0","v467805","4.1.62","12995","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","51 years","Persons","249","units","0","v467808","4.1.63","12572","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","51 years","Persons","249","units","0","v467808","4.1.63","12815","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","52 years","Persons","249","units","0","v467811","4.1.64","12748","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","52 years","Persons","249","units","0","v467811","4.1.64","12660","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","53 years","Persons","249","units","0","v467814","4.1.65","13247","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","53 years","Persons","249","units","0","v467814","4.1.65","12844","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","54 years","Persons","249","units","0","v467817","4.1.66","14102","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","54 years","Persons","249","units","0","v467817","4.1.66","13302","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","55 years","Persons","249","units","0","v467823","4.1.68","15214","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","55 years","Persons","249","units","0","v467823","4.1.68","14178","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","56 years","Persons","249","units","0","v467826","4.1.69","15768","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","56 years","Persons","249","units","0","v467826","4.1.69","15271","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","57 years","Persons","249","units","0","v467832","4.1.70","15922","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","57 years","Persons","249","units","0","v467832","4.1.70","15822","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","58 years","Persons","249","units","0","v467835","4.1.71","16023","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","58 years","Persons","249","units","0","v467835","4.1.71","15966","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","59 years","Persons","249","units","0","v467838","4.1.72","15922","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","59 years","Persons","249","units","0","v467838","4.1.72","16044","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","60 years","Persons","249","units","0","v467844","4.1.74","15593","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","60 years","Persons","249","units","0","v467844","4.1.74","15929","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","61 years","Persons","249","units","0","v467847","4.1.75","15427","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","61 years","Persons","249","units","0","v467847","4.1.75","15599","","","","0"
"2020","Nova Scotia","2016A000212","Both sexes","62 years","Persons","249","units","0","v467850","4.1.76","15322","","","","0"
"2021","Nova Scotia","2016A000212","Both sexes","62 years","Persons","249","units","0","v467850","4.1.76","15418","","","","0"
